Column1,Bhk,Furnishing,Tennants,Area,Price,Locality
953,4,Semi-Furnished,Bachelors/Family,2311 sqft,45000,"Jains Carlton Creek, Gachibowli, Outer Ring Road"
954,3,Unfurnished,Bachelors,2240 sqft,23000,"Tellapur, Outer Ring Road"
955,2,Semi-Furnished,Bachelors/Family,1350 sqft,14000,Nizampet
956,3,Furnished,Bachelors/Family,1550 sqft,40000,Narayanguda
957,2,Furnished,Bachelors,1300 sqft,25000,Moti Nagar
958,3,Semi-Furnished,Bachelors/Family,2160 sqft,36000,"Sanath Nagar, NH"
959,3,Unfurnished,Family,1630 sqft,16000,"SV Brindavanam, Boduppal, NH"
960,1,Unfurnished,Bachelors/Family,read more,12000,"Ameerpet, NH"
961,2,Unfurnished,Bachelors/Family,780 sqft,12500,Kothapet
962,2,Unfurnished,Bachelors/Family,1500 sqft,10000,Dr A.S. Rao Nagar
963,3,Unfurnished,Bachelors/Family,1650 sqft,15000,"Miyapur, NH"
964,3,Semi-Furnished,Bachelors,1625 sqft,20500,"Mayflower Heights, Mallapur"
965,3,Semi-Furnished,Bachelors/Family,1414 sqft,25000,"RDB Coconut Grove, Miyapur, NH"
966,2,Semi-Furnished,Bachelors,1200 sqft,14500,Suchitra Circle
967,2,Unfurnished,Bachelors,1000 sqft,15000,"Langar Houz House South, Hyderabad Expressway"
968,3,Unfurnished,Family,1335 sqft,32000,Hitech City City
969,1,Furnished,Bachelors/Family,NaN,20000,Chitrapuri Colony
970,2,Furnished,Bachelors/Family,1200 sqft,32000,"SK Wonders, Kondapur"
971,2,Semi-Furnished,Bachelors/Family,2200 sqft,13000,Toli Chowki
972,3,Unfurnished,Bachelors,1850 sqft,20000,Nizampet
973,2,Semi-Furnished,Bachelors,1000 sqft,9500,Vayupuri
974,3,Semi-Furnished,Bachelors,1650 sqft,35000,"The Legend, Himayath Nagar, NH"
975,2,Unfurnished,Bachelors,1000 sqft,9000,"Saket, Secunderabad"
976,3,Semi-Furnished,Bachelors/Family,1800 sqft,16000,"Old Malakpet, NH"
977,3,Semi-Furnished,Bachelors,1735 sqft,30000,"Keesara Homes, Domalguda, Himayath Nagar, NH"
978,3,Semi-Furnished,Bachelors,1500 sqft,16000,"Neknampur, Manikonda, Outer Ring Road"
979,2,Furnished,Bachelors,1048 sqft,44000,"Golf Edge, Gachibowli, Outer Ring Road"
980,3,Semi-Furnished,Family,2187 sqft,50000,"Jains Ravi Gayathri Heights, Hitech City City"
981,3,Semi-Furnished,Bachelors/Family,1600 sqft,22000,"Miyapur, NH"
982,2,Semi-Furnished,Bachelors,1000 sqft,14000,Attapur
983,2,Unfurnished,Bachelors,100 sqyrd,15000,Toli Chowki
984,1,Unfurnished,Bachelors/Family,read more,6000,"Ramanthapur, NH"
985,3,Semi-Furnished,Bachelors,1698 sqft,15000,"Upparpally, Hyderabad Expressway"
986,3,Semi-Furnished,Bachelors/Family,1800 sqft,33000,"Ashok Nagar, Himayath Nagar"
987,2,Semi-Furnished,Family,1250 sqft,12000,"Venkata Sai Enclave, Nizampet"
988,1,Semi-Furnished,Bachelors/Family,read more,12000,Langar Houz
989,4,Semi-Furnished,Bachelors,3000 sqft,40000,"Kokapet, Outer Ring Road"
990,2,Unfurnished,Bachelors,1000 sqft,12000,Old Bowenpally
991,2,Unfurnished,Bachelors,1000 sqft,16000,Jawahar Nagar-Chikkadpally
992,2,Semi-Furnished,Bachelors/Family,1050 sqft,18000,"Kalyan Nagar, New Malakpet, NH"
993,2,Semi-Furnished,Bachelors,1000 sqft,11000,"Hyder Shah Kote, Chevella Road"
994,2,Semi-Furnished,Bachelors,1350 sqft,12000,"Sun City, Bandlaguda, Chevella Road"
995,3,Unfurnished,Bachelors/Family,1450 sqft,18000,"Kukatpally Housing Board Colony, NH"
996,3,Semi-Furnished,Bachelors,1100 sqft,14000,Toli Chowki
997,1,Semi-Furnished,Bachelors/Family,"			                       									            								                							                	East Facing Property							                				                        			                       ",11000,
998,3,Semi-Furnished,Bachelors,1755 sqft,29000,"Sri Hemadurga Sivahills,  			            	 	                	 	                		 					            							          							         	Puppalaguda"
999,2,Semi-Furnished,Bachelors/Family,1300 sqft,13000,"Ashok Nagar-Ramachandra Puram, NH"
1000,2,Unfurnished,Bachelors,"			                       									            								                							                	East Facing Property							                				                        			                       ",18000,
1001,1,Unfurnished,Bachelors,"			                       									            								                							                	East Facing Property							                				                        			                       ",7500,
1002,3,Unfurnished,Bachelors,1500 sqft,22000,"Hima Shiva,  			            	 	                	 	                		 					            							          							         	New Nallakunta"
1003,3,Furnished,Bachelors/Family,2005 sqft,45000,"Shanthinikethan,  			            	 	                	 	                		 					            							          							         	Whitefields, Hitech City"
1004,3,Semi-Furnished,Bachelors,1800 sqft,26000,"Chitrapuri Colony,  			            	 	                	 	                		 					            							          							         	Manikonda, Outer Ring Road"
1005,3,Semi-Furnished,Bachelors/Family,1600 sqft,27000,"Barkatpura, Kachiguda, NH"
1006,4,Semi-Furnished,Bachelors,2000 sqft,23000,"Aziz Bagh Colony, Toli Chowki"
1007,3,Unfurnished,Bachelors,1650 sqft,18500,"Amulya Fortune,  			            	 	                	 	                		 					            							          							         	Miyapur, NH"
1008,2,Unfurnished,Bachelors,1000 sqft,20000,Ravi Colony
1009,3,Semi-Furnished,Bachelors,1453 sqft,17000,"Aakriti Honey dew,  			            	 	                	 	                		 					            							          							         	Tellapur, Outer Ring Road"
1010,1,Semi-Furnished,Bachelors/Family,read more,8500,Manikonda
1011,1,Bachelors/Family,1,NaN,10000,
1012,2,Unfurnished,Family,700 sqft,17000,"Nallagandla, Serilingampally"
1013,2,Unfurnished,Bachelors/Family,1000 sqft,18000,Mehdipatnam
1014,3,Semi-Furnished,Bachelors/Family,1400 sqft,16000,"Prajapati Elite,  			            	 	                	 	                		 					            							          							         	Miyapur, NH"
1015,2,Semi-Furnished,Bachelors,1125 sqft,15000,Bandlaguda Jagir
1016,2,Unfurnished,Bachelors/Family,950 sqft,10000,"Old Malakpet, NH"
1017,2,Unfurnished,Bachelors/Family,1100 sqft,8000,Aminpur
1018,3,Semi-Furnished,Bachelors,1490 sqft,30000,"Aditya Imperial Heights,  			            	 	                	 	                		 					            							          							         	Hafeezpet, NH"
1019,2,Furnished,Bachelors/Family,1200 sqft,27000,"Shreya Elegance,  			            	 	                	 	                		 					            							          							         	Manikonda, Outer Ring Road"
1020,2,Semi-Furnished,Bachelors/Family,1200 sqft,10000,"Sun City, Bandlaguda, Chevella Road"
1021,1,Furnished,Bachelors/Family,"			                       									            								                							                	East Facing Property							                				                        			                       ",15000,"Red Hills, Lakdikapul, NH"
1022,3,Semi-Furnished,Bachelors/Family,2060 sqft,20000,"Gachibowli, Outer Ring Road"
1023,3,Unfurnished,Bachelors/Family,1250 sqft,13000,"Upparpally, Hyderabad Expressway"
1024,2,Unfurnished,Bachelors/Family,800 sqft,11000,"Nallagandla, Serilingampally"
1025,2,Semi-Furnished,Bachelors/Family,800 sqft,10000,"Red Hills, Lakdikapul, NH"
1026,1,Semi-Furnished,Bachelors/Family,read more,7000,Vidyanagar
1027,2,Unfurnished,Bachelors,1000 sqft,8000,"Chaitanyapuri, Kothapet"
1028,2,Unfurnished,Bachelors/Family,900 sqft,10000,"Kukatpally, NH"
1029,1,Unfurnished,Bachelors/Family,read more,12000,"Banjara Hills, NH"
1030,3,Semi-Furnished,Bachelors/Family,1600 sqft,20000,"Banjara Hills, NH"
1031,3,Semi-Furnished,Bachelors/Family,1715 sqft,21000,Mehdipatnam
1032,3,Semi-Furnished,Bachelors/Family,2000 sqft,15000,"Tellapur, Outer Ring Road"
1033,1,Unfurnished,Bachelors/Family,read more,7500,
1034,2,Semi-Furnished,Bachelors/Family,1000 sqft,10000,"Kukatpally, NH"
1035,2,Unfurnished,Bachelors/Family,1200 sqft,15000,Santosh Nagar-Mehdipatnam
1036,2,Semi-Furnished,Bachelors/Family,1000 sqft,11000,"Malakpet, NH"
1037,2,Unfurnished,Bachelors/Family,1100 sqft,14500,"Madinaguda, Hafeezpet, NH"
1038,2,Unfurnished,Bachelors/Family,1150 sqft,7500,Karmanghat
1039,3,Semi-Furnished,Bachelors/Family,1550 sqft,26000,"Banjara Hills, NH"
1040,1,Unfurnished,Bachelors/Family,NaN,5000,Chatta Bazaar
1041,2,Unfurnished,Bachelors/Family,100 sqyrd,8000,"Neknampur, Manikonda, Outer Ring Road"
1042,3,Semi-Furnished,Bachelors/Family,1375 sqft,20000,"Manikonda, Outer Ring Road"
1043,2,Unfurnished,Bachelors/Family,1000 sqft,12000,Nizampet
1044,2,Unfurnished,Bachelors,950 sqft,14000,Kalyan Nagar-Moti Nagar
1045,2,Semi-Furnished,Bachelors/Family,1000 sqft,7500,"Kukatpally, NH"
1046,2,Semi-Furnished,Bachelors/Family,2100 sqft,27000,"Gachibowli, Outer Ring Road"
1047,2,Semi-Furnished,Bachelors/Family,1000 sqft,11000,Moti Nagar
1048,2,Semi-Furnished,Bachelors/Family,1100 sqft,18000,Puppalaguda
1049,2,Semi-Furnished,Family,1035 sqft,13500,"Pragathi Nagar, Kukatpally"
1050,1,Furnished,Bachelors/Family,read more,14000,
1051,2,Semi-Furnished,Bachelors/Family,1300 sqft,13000,"Manikonda, Outer Ring Road"
1052,3,Semi-Furnished,Bachelors/Family,2800 sqft,40000,"Banjara Hills, NH"
1053,3,Semi-Furnished,Bachelors,940 sqft,11000,Janapriya Utopia
1054,3,Furnished,Family,1690 sqft,15000,"Chandanagar, NH"
1055,2,Semi-Furnished,Bachelors/Family,900 sqft,16000,"Ameerpet, NH"
1056,3,Semi-Furnished,Bachelors,1500 sqft,15000,Suchitra Circle
1057,2,Semi-Furnished,Bachelors/Family,1300 sqft,16000,"Banjara Hills, NH"
1058,2,Furnished,Bachelors/Family,750 sqft,15000,Masab Tank
1059,3,Furnished,Bachelors/Family,1570 sqft,35000,"Venkata Sai Residency,  			            	 	                	 	                		 					            							          							         	Kondapur"
1060,2,Unfurnished,Bachelors/Family,1000 sqft,8500,"Dilsukhnagar, NH"
1061,3,Semi-Furnished,Family,1700 sqft,27000,Madhapur
1062,1,Semi-Furnished,Bachelors/Family,read more,10000,Moti Nagar RWA
1063,3,Unfurnished,Bachelors,1400 sqft,18000,"Banjara Hills, NH"
1064,2,Unfurnished,Bachelors/Family,1000 sqft,15000,Humayun Nagar
1065,1,Unfurnished,Bachelors/Family,read more,11000,
1066,3,Semi-Furnished,Bachelors,1800 sqft,20000,Toli Chowki
1067,3,Semi-Furnished,Bachelors,2000 sqft,20000,Puppalaguda
1068,2,Semi-Furnished,Bachelors/Family,1100 sqft,20000,"Manikonda, Outer Ring Road"
1069,3,Semi-Furnished,Bachelors,1200 sqft,9250,Bowenpally
1070,2,Unfurnished,Bachelors/Family,1200 sqft,14000,"Jaya Nagar, Kukatpally, NH"
1071,2,Unfurnished,Bachelors,1100 sqft,10000,Sivaji Nagar-Chandanagar
1072,3,Semi-Furnished,Bachelors,1265 sqft,16000,"Armsburg My Space,  			            	 	                	 	                		 					            							          							         	Kompally"
1073,2,Semi-Furnished,Bachelors,1350 sqft,12000,"Sun City, Bandlaguda, Chevella Road"
1074,2,Semi-Furnished,Bachelors/Family,1100 sqft,14000,"Kukatpally, NH"
1075,3,Semi-Furnished,Bachelors/Family,2000 sqft,18000,"Manikonda, Outer Ring Road"
1076,3,Unfurnished,Bachelors/Family,1650 sqft,16000,"Manikonda, Outer Ring Road"
1077,2,Semi-Furnished,Bachelors/Family,1430 sqft,7500,"Hydershakote, Bandlaguda, Chevella Road"
1078,2,Unfurnished,Bachelors,1280 sqft,13500,Bandari Layout
1079,1,Unfurnished,Bachelors/Family,read more,8000,
1080,3,Furnished,Bachelors/Family,1200 sqft,16000,Amberpet
1081,2,Unfurnished,Bachelors,850 sqft,13000,"Kukatpally Housing Board Colony, NH"
1082,2,Semi-Furnished,Bachelors/Family,1400 sqft,22000,Kondapur
1083,1,Unfurnished,Bachelors,East Facing Property,10000,Narsingi
1084,2,Semi-Furnished,Bachelors/Family,1150 sqft,14500,Humayun Nagar
1085,2,Semi-Furnished,Bachelors/Family,900 sqft,20000,Moti Nagar
1086,3,Semi-Furnished,Bachelors,1400 sqft,22000,"Amrutha Avenue, Manikonda, Outer Ring Road"
1087,2,Bachelors/Family,2,980 sqft,15500,Narayanguda
1088,2,Semi-Furnished,Bachelors/Family,850 sqft,12000,Moti Nagar
1089,2,Semi-Furnished,Bachelors/Family,915 sqft,9000,Neredmet
1090,3,Semi-Furnished,Bachelors/Family,2600 sqft,30000,Kondapur
1091,2,Unfurnished,Bachelors,1200 sqft,23000,"Domalguda, Himayath Nagar, NH"
1092,2,Semi-Furnished,Bachelors/Family,1200 sqft,8000,"Bachupally, Outer Ring Road"
1093,2,Unfurnished,Bachelors/Family,1150 sqft,14000,"Kachiguda, NH"
1094,2,Unfurnished,Family,1000 sqft,11000,"LB Nagar, NH"
1095,3,Unfurnished,Bachelors/Family,1855 sqft,35000,Hitech City City
1096,1,Unfurnished,Bachelors,read more,5000,Hyderaguda-Attapur
1097,2,Unfurnished,Bachelors,read more,10000,Hasmathpet
1098,2,Semi-Furnished,Bachelors/Family,91 sqyrd,12000,"Miyapur, NH"
1099,2,Semi-Furnished,Bachelors/Family,1314 sqft,28000,"Gachibowli, Outer Ring Road"
1100,1,Unfurnished,Bachelors,East Facing Property,10000,"Hafeezpet, NH"
1101,2,Furnished,Bachelors/Family,980 sqft,15000,"Madinaguda, Hafeezpet, NH"
1102,3,Bachelors/Family,3,1700 sqft,20000,Shaikpet
1103,2,Furnished,Bachelors/Family,1275 sqft,18000,"Kukatpally Housing Board Colony, NH"
1104,1,Semi-Furnished,Bachelors/Family,NaN,12500,INCOR Bonsai Homes
1105,1,Unfurnished,Bachelors/Family,East Facing Property,6000,Begumpet
1106,2,Unfurnished,Bachelors/Family,1050 sqft,9000,"Sri Sai Varshith Residency, Beeramguda, Ramachandra Puram, NH"
1107,2,Semi-Furnished,Bachelors/Family,1750 sqft,22000,Q City
1108,2,Unfurnished,Family,970 sqft,15000,KPHB Road
1109,2,Bachelors/Family,2,1250 sqft,20000,Kondapur
1110,2,Semi-Furnished,Bachelors,East Facing Property,12000,Gulistan Apartments
1111,3,Semi-Furnished,Bachelors,1300 sqft,13000,"Salar Jung Colony, Toli Chowki"
1112,2,Semi-Furnished,Bachelors/Family,1260 sqft,16000,Tarnaka
1113,2,Semi-Furnished,Bachelors/Family,1080 sqft,13000,Bandam Kommu
1114,2,Furnished,Bachelors/Family,1150 sqft,15000,"Park Stone, Attapur"
1115,2,Semi-Furnished,Bachelors/Family,1314 sqft,25000,"Narsingi, Outer Ring Road"
1116,2,Unfurnished,Family,1000 sqft,16500,"Somajiguda, NH"
1117,2,Furnished,Bachelors/Family,925 sqft,5000,"Sai Darshan, HMT Nagar, Secunderabad"
1118,3,Semi-Furnished,Bachelors,1690 sqft,40000,"My Home Vihanga, Gachibowli, Outer Ring Road"
1119,3,Semi-Furnished,Bachelors/Family,1035 sqft,20000,"Jains Amrutha, Vengal Rao Nagar, NH"
1120,2,Semi-Furnished,Bachelors/Family,1200 sqft,10000,"SBC Pristine Place, Gajularamaramm"
1121,2,Semi-Furnished,Bachelors/Family,1200 sqft,10000,Uppal Metro
1122,1,Semi-Furnished,Bachelors/Family,read more,11000,"Yousufguda, NH"
1123,2,Semi-Furnished,Bachelors/Family,1314 sqft,30000,"Gachibowli, Outer Ring Road"
1124,3,Semi-Furnished,Bachelors/Family,1380 sqft,35000,"Jains Carlton Creek, Gachibowli, Outer Ring Road"
1125,2,Semi-Furnished,Bachelors/Family,1125 sqft,21000,"Ramky One Marvel, Kukatpally, NH"
1126,3,Furnished,Bachelors,1580 sqft,45000,"Green Terraces, Whitefields, Hitech City"
1127,1,Unfurnished,Bachelors/Family,read more,13000,Chhota Anjaiah Nagar
1128,1,Unfurnished,Bachelors,East Facing Property,7500,Bharat Nagar
1129,1,Unfurnished,Bachelors/Family,read more,13000,Chhota Anjaiah Nagar
1130,3,Semi-Furnished,Bachelors,1580 sqft,30000,"Rainbow Vistas Rock Gardens, Hitech City City"
1131,1,Unfurnished,Bachelors/Family,read more,11000,"Kukatpally Housing Board Colony, NH"
1132,3,Furnished,Bachelors/Family,1800 sqft,35000,"Adi Emerald, Kondapur"
1133,3,Semi-Furnished,Bachelors/Family,1756 sqft,26000,"Tulip Residency, Kondapur"
1134,2,Furnished,Bachelors/Family,1000 sqft,11000,Vasavi Nagar-Karkhana
1135,3,Furnished,Bachelors/Family,1500 sqft,20000,Tarnaka
1136,2,Furnished,Family,1050 sqft,15000,"Pragathi Nagar, Kukatpally"
1137,3,Family,2,1700 sqft,24000,"Srinagar Colony, Old Malakpet, NH"
1138,2,Furnished,Bachelors/Family,880 sqft,15000,"Happy Homes Colony, Hyderabad Expressway"
1139,2,Bachelors/Family,2,1325 sqft,18000,Suchitra Circle
1140,3,Semi-Furnished,Bachelors/Family,2500 sqft,25000,"Srinagar Colony, Old Malakpet, NH"
1141,3,Semi-Furnished,Bachelors/Family,1250 sqft,23000,"Ashok Nagar, Himayath Nagar"
1142,3,Furnished,Family,1800 sqft,32000,"Aditya DSR LakeSide, Madhava Reddy Colony, Gachibowli"
1143,1,Unfurnished,Bachelors/Family,read more,8000,"Beeramguda, Ramachandra Puram, NH"
1144,1,Furnished,Bachelors/Family,read more,8000,"Telecom Nagar, Gachibowli"
1145,1,Unfurnished,Bachelors,East Facing Property,6000,ALEAP
1146,1,Semi-Furnished,Bachelors/Family,read more,11000,Kondapur
1147,2,Semi-Furnished,Bachelors/Family,1200 sqft,14000,Attapur
1148,1,Unfurnished,Bachelors/Family,read more,14000,Kondapur
1149,1,Semi-Furnished,Bachelors/Family,read more,5000,"Uppal, NH"
1150,2,Semi-Furnished,Bachelors,900 sqft,16000,New Allapur
1151,2,Bachelors/Family,2,1200 sqft,15000,"Punjagutta, NH"
1152,2,Semi-Furnished,Bachelors/Family,850 sqft,26000,"Mantri Celestia, Gachibowli, Outer Ring Road"
1153,2,Bachelors/Family,2,1100 sqft,14000,"Chandanagar, NH"
1154,2,Furnished,Bachelors/Family,1000 sqft,12000,Jubilee Hills
1155,3,Semi-Furnished,Bachelors,1450 sqft,35000,"Aditya Sunshine, Hitech City City"
1156,3,Semi-Furnished,Family,1600 sqft,21000,"Lakshmi Royal Castle, Nallagandla, Serilingampally"
1157,2,Semi-Furnished,Bachelors/Family,1025 sqft,27000,"Mantri Celestia, Gachibowli, Outer Ring Road"
1158,2,Furnished,Bachelors/Family,880 sqft,15000,"Happy Homes Colony, Hyderabad Expressway"
1159,2,Semi-Furnished,Bachelors/Family,1400 sqft,12000,"Sun City, Bandlaguda, Chevella Road"
1160,2,Unfurnished,Bachelors/Family,1000 sqft,10000,"Swathi Pooja Homes, Dilsukhnagar, NH"
1161,3,Unfurnished,Bachelors,1250 sqft,22000,"Janapriya Metropolis, Moti Nagar"
1162,3,Semi-Furnished,Bachelors/Family,1868 sqft,30000,"Indu Fortune Fields apartments, Hitech City City"
1163,2,Semi-Furnished,Bachelors,1200 sqft,20000,"Lingampally-Serilingampally, NH"
1164,3,Semi-Furnished,Family,1480 sqft,34000,"Vertex Panache, Gachibowli, Outer Ring Road"
1165,1,Unfurnished,Bachelors/Family,East Facing Property,10500,"Lingampally-Serilingampally, NH"
1166,2,Unfurnished,Family,900 sqft,15000,KPHB Road
1167,1,Semi-Furnished,Bachelors/Family,East Facing Property,10000,"Miyapur, NH"
1168,3,Unfurnished,Bachelors,1515 sqft,14000,"Pragathi Nagar, Kukatpally"
1169,3,Family,3,1500 sqft,16000,"Habsiguda, NH"
1170,2,Semi-Furnished,Bachelors/Family,1100 sqft,12000,"Umas Aadya and Arha Mensions, Kukatpally, NH"
